,churn
52158,0
30852,0
87147,0
63522,0
78792,0
96180,0
47689,1
68459,1
57342,1
53099,1
71723,1
66154,0
63783,0
79024,1
5150,0
75711,0
91852,0
74089,1
28827,1
4084,0
79425,0
37747,0
82652,0
16842,0
61991,0
90744,0
85711,0
36110,1
33041,0
19108,1
8301,0
99749,1
76470,1
78292,0
89065,0
59255,0
85783,1
12490,1
1200,1
79707,0
54820,1
81685,1
68839,0
46457,0
71059,1
59735,1
95501,0
34366,1
22675,0
79929,1
51876,1
44020,1
77375,0
71218,0
13078,0
12238,1
51056,0
93572,1
49207,1
1866,0
26871,1
60361,1
53283,0
49558,0
1102,1
39081,1
72597,0
1035,1
92069,1
59886,0
84656,0
65481,0
95112,1
63656,0
4715,0
67904,1
88446,0
90402,1
81248,0
48657,0
5409,0
16145,1
77423,0
6735,0
86982,0
63409,1
31123,0
13863,1
66217,1
27198,0
27819,1
53947,1
1959,0
5167,0
68967,0
83240,1
37283,1
8305,1
73702,0
46296,1
93468,0
89026,0
65427,0
69680,1
7303,0
31545,1
17695,0
31295,0
80628,1
67504,0
67769,1
47288,1
72904,1
68251,1
50023,0
51312,0
62190,1
81604,1
46783,1
46400,1
17396,0
55991,0
37357,1
31241,1
76196,1
33285,1
78157,0
2433,0
74791,1
52545,1
24371,1
86412,1
70871,1
18547,0
2529,1
89226,1
42607,1
24907,0
73275,0
63651,0
9434,0
10262,0
90845,1
17805,0
93934,1
79356,1
58232,0
76659,0
5274,1
65316,0
24175,1
44280,0
4549,1
21269,0
46847,0
25725,1
42909,0
52403,0
59465,0
77643,1
16324,0
65443,1
44878,1
66933,0
97317,0
70225,0
3923,1
29409,0
14527,0
88144,0
17071,0
23659,1
75704,0
69667,1
76187,0
83888,1
14271,0
8684,1
29665,1
91826,0
39078,0
98201,1
52881,1
58898,0
79135,1
8360,0
50899,1
25631,0
87694,1
36381,0
65904,1
48241,0
27903,1
17437,0
41551,0
42692,1
67414,0
75986,1
87214,0
98963,1
35803,0
29238,1
33052,0
73847,0
22844,1
10814,1
38115,0
66289,1
25577,0
18498,0
25673,0
39902,0
88628,1
55580,1
1183,0
23268,1
31314,0
35647,0
15787,0
7592,0
63349,0
55183,1
40287,0
57236,0
94534,1
37062,1
54980,0
65089,1
94058,0
72626,1
38547,1
44243,0
26348,1
99726,0
90051,1
44292,1
21960,0
68640,0
4658,1
89867,1
12955,1
15889,0
83792,1
6103,1
1654,0
20116,0
98383,0
61239,0
11581,1
71609,1
47330,1
86858,1
45365,0
83776,0
99976,0
32832,1
13119,0
41114,1
65514,0
92368,1
58949,0
69045,1
63916,0
98984,1
85061,1
98101,1
76639,1
91261,0
60864,1
90922,1
43641,1
53952,1
59796,1
2222,0
46024,0
53513,1
534,0
92684,1
12910,0
53576,0
2851,0
97331,0
37594,0
83132,0
89046,1
63780,0
58160,1
6837,1
91441,0
40584,1
28986,1
73479,0
70594,1
29232,1
51985,1
37515,1
57906,0
68568,1
13678,0
52597,0
87330,1
4500,0
56870,0
18450,1
75818,1
57986,0
98244,1
87990,1
19104,1
97475,0
18989,0
6018,1
33487,1
25516,0
33408,1
43616,0
82762,0
16305,1
36473,0
86928,1
24277,1
44246,1
41543,1
4934,0
76622,1
2918,1
16999,1
34417,0
30435,1
39348,1
91995,0
46002,1
35033,0
80135,0
42357,1
51480,1
89039,1
55140,1
26252,1
10550,1
3344,0
88964,1
57474,0
40764,0
99545,0
60937,1
15650,1
28360,1
77565,1
48108,1
78904,1
24528,1
13736,1
69622,0
58480,1
1875,1
35652,0
95496,1
45943,0
90141,0
1190,0
3277,0
81673,1
67715,0
23691,1
45822,1
73457,1
74534,1
54221,0
64184,0
42803,0
2718,1
41595,0
336,1
84328,0
19244,1
60110,1
48909,1
11640,1
18462,0
80700,1
26378,0
4155,0
52382,0
15907,1
91510,0
10812,0
76356,0
30706,0
13617,1
55476,1
54122,0
79862,1
71434,0
63960,1
62839,1
76685,1
27975,1
48509,0
19663,0
68850,1
54480,1
44945,1
56044,1
75922,1
96697,1
97144,0
12618,1
57548,0
64240,0
5744,1
21735,1
38577,0
77667,0
97986,0
77887,0
58251,1
89632,0
5244,0
58718,0
65659,1
27379,0
37728,1
40878,1
68373,1
80647,1
40751,0
19603,1
82444,1
44564,0
83752,1
78521,0
98714,1
81649,1
94320,0
57160,0
80168,0
36065,1
31754,1
56738,0
68921,0
44005,0
80658,0
47484,1
82377,0
16217,0
64545,1
18764,1
13707,1
16878,1
70397,0
71941,0
20663,1
19372,0
62779,1
56724,0
10062,0
23897,1
88979,1
84812,1
37675,1
64626,1
11934,0
64637,1
31714,1
9888,0
9725,1
38308,1
89120,1
94417,1
65948,0
24104,1
79601,0
20252,1
82591,1
74007,0
96679,0
3013,1
16104,0
78166,1
34146,0
70895,1
83042,1
7120,0
91747,0
17260,0
52163,0
60506,0
61173,1
27300,0
66938,0
20713,0
62848,0
95933,0
6732,1
70319,1
8644,0
858,0
14938,0
64533,1
6205,1
62605,1
15477,1
22083,1
45284,1
36624,1
23577,1
60793,1
84426,0
275,1
828,1
1596,1
34307,0
42450,1
16609,1
94003,0
46261,1
17130,1
36999,0
79191,0
20296,0
63117,1
14140,1
75025,1
45071,1
98129,1
44826,1
25784,1
51856,1
7706,1
11535,1
14546,1
20642,0
87178,1
48290,1
72751,0
58659,0
5802,1
51339,1
59817,1
93914,1
34386,0
86186,0
6152,0
81999,1
71443,0
63957,0
3904,1
38619,1
47779,1
24466,1
89696,1
29454,1
5712,1
48378,0
28570,1
36702,1
24799,1
65622,1
89593,1
70721,0
37795,1
80297,0
77456,0
29184,1
80568,0
20349,0
2134,1
53814,1
33815,0
66885,0
57453,1
38003,1
32038,0
87212,1
94049,0
68901,1
75498,1
1034,0
16035,1
41482,0
95853,1
22058,0
27740,0
94025,0
27971,0
17156,1
7167,1
21542,0
27605,0
15353,0
67923,1
99766,1
63143,1
89958,1
78342,0
42426,0
26082,1
86228,0
28504,0
70792,0
46366,1
29883,1
99997,0
44406,0
52116,1
60694,1
7774,1
32386,0
6329,0
39350,0
30162,0
75245,0
30553,1
918,1
1429,1
15586,1
38768,0
29674,0
37657,0
59424,0
44466,1
3569,1
68832,1
21689,1
53966,0
30388,1
98265,1
69855,0
4450,1
15067,0
52317,0
12876,1
14825,0
30810,0
95350,0
49307,1
29000,0
6858,1
10259,0
71714,1
2004,0
21756,1
86756,0
3679,1
88310,0
38210,1
25384,1
59111,1
93576,0
62135,1
31425,1
72083,0
26412,1
33102,1
39540,1
22086,0
5885,1
60375,0
27151,1
31498,1
78800,1
51307,1
48474,1
8126,0
18956,0
99256,1
13301,1
20712,1
70815,1
36350,1
59340,1
8627,1
81340,1
57125,1
40810,1
79774,0
72313,0
78441,0
37335,0
75599,0
7236,1
42751,1
1585,0
33255,0
80472,1
8852,0
74672,0
96208,0
84505,1
64079,0
21778,1
75268,1
66840,0
69728,1
59712,1
25640,1
205,1
67215,0
87037,1
83073,0
53924,1
46477,0
59068,1
58233,0
71639,0
3887,0
32326,0
39063,0
23749,1
95103,0
8928,0
23320,0
40545,0
53391,0
14102,1
97705,0
75637,1
94218,1
5407,1
9821,0
98327,1
51232,0
30953,0
72706,1
387,1
34835,0
97247,0
66330,1
14418,1
57435,1
70174,0
64138,1
2095,1
94027,0
8072,1
26491,1
64861,1
24687,1
66321,0
66282,0
60617,0
85144,0
79686,0
54000,1
60135,1
97165,1
41397,0
45545,0
41113,0
79758,1
71208,1
79823,0
89757,0
66588,0
81934,1
96514,0
79937,1
26318,1
97376,0
43329,0
63720,0
65873,0
53352,0
58395,0
73872,0
76939,1
13598,1
52821,0
55532,0
35898,0
92615,0
18552,1
51449,1
10973,1
94905,0
87255,1
81386,1
36582,1
38396,1
47792,1
68244,0
81098,0
39933,0
37175,0
25263,0
22569,1
82484,0
55158,0
98179,1
89923,0
74358,0
55791,1
82842,0
8992,0
34522,1
15783,1
72514,0
73289,1
51332,0
7747,1
59762,1
37447,0
5478,1
27012,0
12096,0
22428,0
46737,1
61083,0
78315,0
84168,1
81137,0
7159,1
13089,1
75989,0
89717,0
80152,0
45748,1
4656,0
32633,0
22519,0
29838,0
30545,1
795,1
99515,0
64244,1
64349,0
44021,1
7610,0
88191,0
27323,0
64714,1
54337,1
92935,1
26977,1
70673,1
95836,0
56028,0
13630,0
7438,0
98954,0
65591,1
91896,1
64410,1
38555,1
82626,1
88252,1
78972,0
81754,1
46898,0
29569,0
51447,1
57079,1
73324,0
83079,1
38284,1
82688,0
63091,0
50568,0
64107,1
78830,1
30094,1
91282,0
60039,0
29955,1
19922,0
81479,1
45136,1
53823,1
71600,1
67213,0
38242,0
87467,1
47246,0
81923,1
94672,0
21427,1
96126,0
46982,0
24511,0
13325,0
93774,0
46144,1
98668,0
61466,1
96160,0
11086,0
1876,0
332,0
96415,1
58143,0
66090,1
24849,0
51741,1
22606,0
52971,1
8147,0
27342,1
91563,1
31265,0
65682,0
99326,0
95935,0
55567,0
42852,0
3171,0
60501,1
56428,1
29275,1
31258,1
81643,0
57347,1
93429,1
31179,1
79873,0
97148,1
9046,1
24754,0
67438,1
32523,0
46625,0
69367,0
45455,1
63001,1
91588,1
12220,1
18030,1
21630,0
95514,0
13001,1
55706,1
31533,1
57488,1
7270,0
66823,0
68777,1
68448,1
44760,1
34917,1
37744,1
33762,1
79645,1
70524,0
49588,1
43447,1
81463,1
96638,0
26703,0
27988,1
75751,0
87851,0
8306,0
31091,0
30948,0
72141,0
74760,1
58090,0
79367,0
66853,1
5922,0
55876,0
76318,1
16846,1
27889,1
58162,1
93943,0
19583,0
1134,0
36076,0
95174,1
51631,0
83647,0
29777,0
98554,1
65144,0
18448,1
16881,1
20604,0
49297,0
97773,0
58471,0
68778,1
78305,0
12701,1
76059,1
92446,1
54360,1
93684,0
89169,0
15525,1
86294,1
82190,1
51119,0
75079,0
48634,1
69602,0
61977,1
9171,1
82254,1
85829,0
60787,1
43487,1
77080,0
53877,1
34732,0
91587,1
42471,0
89404,1
88155,0
46324,1
6811,0
93298,1
56378,1
65251,1
88754,0
71024,1
29785,1
6168,0
41456,1
41267,0
67109,0
89365,1
35762,1
97957,0
84112,1
79632,1
14427,0
1057,0
14944,0
14009,1
70346,0
83358,0
48568,1
83269,0
80020,0
5811,0
94012,0
42190,0
38246,0
4857,1
10339,0
33103,0
89129,0
26363,1
36745,1
56886,0
70137,0
49974,1
90622,0
31658,1
16143,1
67714,0
57102,1
9877,0
74853,1
47359,0
23914,1
29541,1
13977,0
6584,0
67738,0
8968,1
24561,1
86772,0
61091,1
29450,1
71879,0
75067,0
16944,0
64891,1
20674,1
55925,1
74513,1
27478,0
27307,1
6699,0
12932,0
64050,0
80176,0
77716,0
33926,0
93528,0
94028,0
19408,0
37333,1
17557,1
15293,1
41172,1
62146,0
47201,1
14656,1
77023,1
44819,1
98613,0
24356,0
89969,1
76654,0
37180,1
44908,0
60525,1
43812,0
44011,0
66888,0
39318,1
73700,0
8160,1
9389,0
30182,1
56597,0
23301,1
92670,1
53830,0
64340,1
81476,1
41271,1
43344,0
99533,0
84938,1
53737,1
52966,1
98185,1
55281,1
76126,1
98,0
6701,1
19845,1
89115,0
6921,0
74871,0
88079,0
85116,0
76265,0
37691,0
41996,1
13942,0
82296,1
38013,0
8227,0
57806,1
81092,0
25,0
52393,1
3502,0
47052,1
40608,0
48645,0
72946,1
99334,0
33696,0
46646,0
60315,0
32580,1
45874,1
17272,0
17955,0
79274,0
66411,0
46507,0
90172,0
93736,1
19844,0
77315,0
77717,0
62012,0
22227,0
33412,1
70355,1
42014,0
8966,0
11225,1
22966,0
57712,0
12414,1
58284,1
75763,0
74678,1
51419,0
24326,1
48628,1
8696,0
44917,0
46616,0
49754,0
39668,1
32957,1
50515,1
74054,0
69365,1
16014,1
67764,1
16554,0
56185,0
70899,1
59118,0
94019,0
45076,1
31873,0
92400,1
75472,0
7401,1
45939,0
35724,1
63465,0
35339,0
5978,0
82326,0
97509,1
69635,0
99550,1
48227,0
36687,0
70804,0
29495,0
20653,1
87338,1
44840,1
11993,1
72838,1
26510,0
74533,1
63238,0
47082,0
23366,1
43652,1
2963,1
78676,1
4331,0
86512,0
93071,1
35496,0
13973,0
23683,1
35635,0
98783,1
36216,0
81753,1
26444,0
16178,1
26836,1
99132,1
38049,1
81025,0
23272,1
97609,0
76852,1
19694,1
98382,1
79566,1
39496,1
67366,0
67987,1
40722,1
82316,0
18181,0
61545,0
92727,0
2710,0
75272,1
72544,0
6817,0
12237,0
24260,0
78760,0
36628,1
68255,1
62871,0
40928,1
93931,0
1470,0
37580,1
25927,0
75859,0
13028,0
83057,0
11685,0
27275,0
40305,0
79705,0
93819,1
72821,0
93757,0
81229,0
74452,1
55601,1
88510,1
5831,0
23788,0
93458,0
21734,0
24638,0
47499,1
90117,1
87235,1
53712,0
80001,1
61439,0
32822,0
50376,0
30512,0
59592,0
68440,0
28503,1
12451,1
6358,1
25471,1
59237,1
51423,1
36311,1
2224,0
90531,1
63290,0
50830,0
80808,1
27194,1
34587,0
4951,1
34427,1
85908,0
27146,1
51234,0
37918,1
84347,1
66556,1
50383,0
74321,1
59289,0
81704,1
8510,1
15303,1
55531,1
42462,1
71584,1
83622,1
93083,0
4403,0
67279,0
24959,0
20419,0
63817,0
89370,0
89299,1
43694,1
91056,1
47843,0
38536,1
92535,0
71241,0
49341,0
72160,1
27270,0
94757,0
88932,0
77566,0
6991,1
91035,0
35628,0
24520,1
27798,1
86674,1
57431,1
40044,0
24413,0
55544,1
44744,1
9054,1
77064,0
28593,0
41985,0
32320,0
49583,0
4983,0
30155,1
55125,1
29225,0
16837,1
99926,0
82707,0
44717,0
37808,1
21726,0
57282,0
74417,1
54471,1
10276,1
40840,0
42756,1
85342,0
94498,0
93877,0
3413,0
38079,1
49645,0
51735,1
12520,0
3655,0
86650,0
24005,1
15282,0
38772,1
91084,1
87038,1
58633,1
46386,1
33685,0
62935,0
49000,0
67118,0
50477,0
13278,0
40086,0
82857,1
87977,0
6576,1
60598,0
92529,1
8820,0
13314,0
75436,1
81069,0
47806,0
13527,1
6842,1
36678,0
54596,1
81695,1
25518,0
73770,0
25198,0
84390,0
80771,1
8204,0
52824,1
3472,1
19929,1
21090,0
74122,0
70128,1
73523,1
9933,0
91647,1
71439,1
24164,0
91499,1
66355,0
79726,0
16654,0
22530,1
19322,0
52002,1
73786,1
13587,0
120,0
82971,1
96791,0
72577,0
36537,1
19613,0
45032,1
25537,0
26305,1
54189,1
30202,0
16962,0
24382,0
98289,1
42904,1
36798,1
21446,0
60358,0
11342,0
68140,1
17632,0
32259,1
10794,1
20786,0
99772,1
15163,0
86320,0
60307,1
63597,0
94902,1
5263,0
41544,1
72585,1
71555,0
70031,1
70722,1
50589,1
53426,0
74594,0
37528,0
18365,0
74848,0
18267,0
58578,1
24228,0
70592,1
21948,1
96566,0
79812,0
27809,1
51464,1
54690,1
9698,0
15615,1
32545,0
83735,0
86690,0
39314,1
10165,0
74150,0
65594,1
37896,1
70110,1
51365,1
65215,0
46839,0
76104,0
58676,1
27558,0
57322,0
37716,0
75442,0
24399,0
81448,0
71684,0
7383,0
95404,0
41700,1
58925,1
2986,0
14845,0
811,1
67528,1
85926,1
23269,1
52810,1
31299,0
2504,1
16494,0
53644,1
8828,0
79941,0
62389,0
41511,1
75282,1
28396,1
98106,1
97122,0
45540,1
69255,1
94449,0
81031,0
98295,0
94691,0
76050,0
70824,0
65217,0
29912,0
18718,0
48423,0
94758,0
89528,0
16849,1
52482,0
87621,1
96423,0
41231,1
92358,0
25428,0
85201,1
48274,1
17615,1
17965,0
17487,1
91153,1
2530,0
56606,0
32946,1
94799,0
59210,0
58089,1
7460,0
69897,1
70207,1
41923,1
8611,0
77225,0
31532,0
34793,1
34411,0
11219,1
62260,1
99234,1
95582,0
29963,1
24446,1
12630,0
98728,1
26295,0
15453,1
53038,1
85178,0
97524,0
62020,0
39275,1
50219,1
34506,0
8881,1
4663,0
48293,1
61805,0
93200,1
45439,1
59605,1
277,1
95977,1
48402,0
7467,0
46707,1
52615,1
12318,0
62301,1
12191,1
62826,0
66005,1
6608,0
8714,0
8889,0
67465,0
23203,1
16148,1
92431,0
55160,1
64880,0
5917,1
7150,0
53158,1
1019,1
57391,1
28562,0
94762,0
38046,0
25153,1
16048,0
40120,0
14046,0
23344,0
42110,1
33672,1
42682,1
53876,1
73034,1
70938,0
428,1
18381,1
41151,0
7792,1
45357,1
18824,0
87987,1
81869,1
84086,0
5935,1
20793,0
62595,0
59993,1
89579,0
79854,0
25203,0
92680,1
30758,1
35618,1
85465,0
51191,1
15740,1
10763,0
78896,0
746,0
24837,0
54598,1
98654,0
42252,1
39686,1
49539,0
88672,1
33198,1
25604,0
23506,0
50805,0
20198,0
94400,1
59751,1
41390,0
15095,1
46054,0
52865,1
62853,1
73752,0
86345,0
5923,1
77482,1
14741,0
33284,1
26012,0
28924,1
44912,1
89711,1
51808,0
85495,0
12789,1
50258,1
9095,1
93287,0
38534,1
31354,1
63098,1
55989,0
16764,0
83511,1
91982,0
4949,0
23521,1
54056,0
65946,0
51746,1
79729,1
7915,1
9158,0
95129,0
21153,1
38387,0
32718,0
46509,1
89204,1
36269,1
99646,0
84206,1
54390,0
44092,0
43525,1
57331,1
77933,0
86046,0
35721,0
50299,0
87552,1
48935,1
36700,1
18798,0
29584,0
22265,1
45398,1
44870,1
3216,1
27189,1
16222,1
59685,0
8944,1
53077,0
1862,1
61344,0
18264,0
79522,0
22965,0
9992,1
9037,1
94954,0
55232,1
53600,1
68581,1
74446,0
70512,1
52178,0
91439,0
8664,0
57152,0
53540,1
92939,0
69275,1
85398,0
40253,0
48703,0
48407,0
67302,1
43737,0
78453,1
66642,1
89906,1
14151,1
68421,0
45486,0
34517,1
84084,1
96330,0
57224,1
27597,1
66380,0
47692,0
13880,0
31256,1
57660,1
1833,0
56337,1
54869,0
81974,0
47404,1
57146,1
80227,1
5883,1
51698,1
61318,1
44422,1
55938,1
61679,0
54837,0
67890,1
39022,1
9779,0
20437,0
46347,1
80710,1
62671,1
2894,1
13416,1
16932,0
13156,0
75848,0
9395,1
38263,1
6778,0
6038,1
10859,0
30634,1
64392,0
19787,1
87093,1
85240,0
68166,0
70757,1
7924,1
78951,1
65818,1
59505,1
54594,0
81219,1
78234,1
87848,1
33715,0
18177,1
96691,0
10965,0
66038,0
42622,0
61888,0
78574,0
5016,0
8201,0
86413,0
79271,1
64166,0
35067,0
74622,0
26940,1
17027,0
56860,1
1808,0
21755,1
35695,1
53699,1
73118,1
36035,1
98403,0
91945,0
19873,1
52753,1
81032,0
98107,0
79279,1
63000,1
42813,1
15949,0
10015,0
97244,0
93479,0
78843,1
51233,1
47266,1
63345,1
80000,0
53610,1
65655,0
96349,0
37864,1
32399,1
85217,0
92741,0
63136,1
28309,1
50208,1
7757,0
22445,1
9281,0
52918,0
57280,0
80398,1
28123,0
59272,1
1544,1
98092,1
50304,0
52104,1
99975,1
66057,0
60069,0
19303,0
4028,0
72254,1
26055,0
7370,0
70910,0
29929,0
51110,1
70516,1
55071,0
10210,0
10608,0
4434,0
34369,1
84676,0
31502,0
15448,1
51128,1
63970,0
2550,0
29952,1
70483,1
73687,1
24544,1
77341,1
89371,0
22436,0
36514,1
52862,0
60821,0
85299,0
84388,1
26956,0
82277,0
84191,1
75249,1
31004,0
40191,1
15235,0
6364,0
99768,0
31411,0
60865,1
80223,0
41316,1
9545,1
7568,1
64936,1
1347,0
22994,0
37236,0
75625,0
62523,1
35226,1
97374,1
30845,0
89493,0
5241,0
43676,0
61372,0
61872,1
30356,0
81417,0
53412,1
67587,1
62264,1
90623,1
11976,1
98773,1
80913,0
92009,0
83696,0
29076,1
29559,1
80657,0
67496,0
58462,0
64534,0
82635,0
71233,1
48719,0
12550,1
14114,1
49780,1
32191,0
7605,1
44231,0
96710,0
56082,1
3055,0
43921,0
94836,0
5498,0
39311,0
17146,0
56366,0
20350,0
7498,0
77710,1
23956,0
85933,0
99875,1
95605,1
21550,1
3951,1
69462,1
24795,1
11118,1
33893,1
30760,1
26380,1
46469,0
92655,0
99803,0
50392,0
57607,1
36696,0
19464,0
62249,1
97341,0
92318,0
40807,0
84128,0
77642,1
9339,1
13507,0
96499,1
32936,0
97804,0
72521,1
37684,0
78447,0
40935,1
48225,1
74948,0
41152,0
85286,0
5754,0
48037,0
29598,0
50625,1
3872,0
90648,1
98033,1
61004,0
3263,0
24619,0
25696,0
28579,0
98310,0
29548,1
57848,1
72454,1
33898,1
29406,0
23030,0
12162,0
42100,0
68484,0
24210,1
64295,0
6794,1
99703,1
92995,0
75595,0
18467,0
35355,0
53239,1
25286,1
67946,1
29218,0
69317,0
5705,0
11057,1
68986,0
9336,0
76138,0
16853,0
14352,1
87304,0
50807,1
88577,1
60478,1
97515,0
80383,1
63951,1
56087,1
84466,1
22695,0
69393,0
15387,1
76424,0
89048,0
95120,0
24571,0
77798,1
21595,0
63677,1
89417,0
47651,0
57011,0
59483,1
83897,0
49032,0
33787,1
78863,1
50692,1
98518,1
82393,0
28939,0
5473,0
34233,1
82501,1
72520,0
97098,1
54635,1
3494,0
89838,1
47382,1
55285,1
62743,0
4752,0
77711,0
12686,1
90760,1
78162,1
52899,0
68526,1
54948,1
65836,1
10243,1
9547,1
75563,0
36207,1
63875,0
60830,0
9883,0
78853,1
1372,0
77443,0
47159,1
75445,1
26443,1
30593,1
84203,1
25033,1
55888,0
99614,1
83012,0
24162,1
86554,1
72136,1
99609,0
41045,0
47756,1
85587,1
33500,1
96461,0
30203,0
47081,0
18700,0
1915,1
1760,1
2480,0
764,1
16472,1
21989,1
93268,1
61799,0
52644,0
301,0
83000,0
63215,0
48498,0
29578,0
64492,1
77680,0
78844,0
21462,0
67917,0
17723,0
49856,0
49227,1
63022,0
80298,1
30662,1
33272,1
52803,0
44283,1
34743,0
164,1
44091,0
49785,0
3211,1
64173,0
50424,1
1725,0
59576,1
45245,0
37412,0
6135,1
6166,1
46100,0
54088,0
46931,1
22437,1
19718,1
11041,1
31003,1
24379,1
23347,0
74759,0
49934,0
22405,0
69830,1
72868,1
71316,1
15164,1
28041,0
78008,1
18750,1
33068,1
50743,0
39805,1
60357,1
14930,0
78329,0
62811,0
92231,0
89145,1
82118,0
60144,1
70175,0
79864,0
28868,1
49836,0
10936,1
88230,1
25691,1
39979,0
88775,1
31068,1
32981,0
72325,1
81491,1
95039,1
23866,1
3909,1
70169,1
44735,0
65762,1
31129,0
11796,1
13650,0
3601,1
92489,0
79156,0
76506,1
90509,0
78981,1
64758,1
14776,0
39096,0
75389,0
27324,0
92443,1
24556,1
99942,1
25290,0
98018,0
76901,1
86888,1
62121,1
86860,1
52262,1
93653,0
29661,0
14521,0
4709,1
73986,0
40621,1
8675,0
32567,0
25315,1
67032,0
85973,1
71721,0
44046,0
55614,0
4343,1
2220,0
63318,0
56902,0
79655,1
31196,1
72047,1
86675,0
53781,1
90446,1
4835,1
51653,0
73638,0
46351,1
29168,1
63991,0
79696,0
28916,1
75273,1
28764,1
45650,0
11850,1
43876,1
59070,1
45460,1
57378,0
64019,0
8559,0
90601,1
36489,0
54458,0
71739,0
24880,0
92016,0
30526,1
84230,0
62659,0
79760,0
78356,0
36133,0
81914,0
83204,1
56242,1
52295,1
86953,0
27529,1
25140,0
74685,1
15108,0
85992,0
57992,1
90146,0
52493,1
68230,1
35950,1
73409,0
32145,1
22327,0
10063,0
40438,0
105,0
48124,1
10964,1
48273,0
84557,0
33943,1
3962,0
8053,1
54511,0
46466,0
60384,1
6221,0
48503,1
53726,1
31734,1
69373,1
82493,1
76178,1
60024,1
72976,1
7971,1
57144,1
53411,1
13624,1
83894,1
97750,0
27317,1
8447,0
91863,0
82600,1
1931,0
73531,1
99286,0
92249,1
1575,0
55264,0
32928,1
95337,0
92212,1
32707,0
20603,0
38238,0
3770,1
17064,0
76052,0
87514,0
82986,1
11458,0
49965,0
18046,1
16045,1
53932,0
82552,0
84560,1
82110,0
2535,1
17669,0
33577,0
17168,1
51943,1
12952,0
32425,1
43547,0
56928,0
11283,0
33233,0
85945,0
14808,0
17199,0
97880,0
32048,0
24655,0
13713,0
17642,0
69548,1
54353,0
81544,0
82647,1
18469,1
51212,0
10453,0
64596,1
72747,0
49296,1
27818,0
49500,1
79353,1
27783,1
8296,0
1848,0
77869,1
24161,0
41157,1
53215,0
59359,1
60566,0
90853,0
57374,1
58854,1
19020,0
61117,1
48781,1
86374,0
13248,1
45953,0
77990,1
87545,0
22689,0
5200,0
31788,1
97704,1
12965,1
61376,0
83870,0
2108,1
21776,1
57588,0
8995,1
71922,0
54646,1
92507,1
16695,0
9473,0
69758,0
829,1
85788,1
93687,1
95452,1
69456,0
23845,0
45706,1
50030,0
31263,0
48177,1
27885,0
65286,1
54393,0
18958,1
7273,1
29892,0
6893,0
58894,0
20191,1
63979,0
13402,0
24750,0
29637,0
49652,0
59753,0
28835,0
32152,1
93428,0
56651,1
56503,0
98133,1
46369,1
10672,1
65022,1
73603,0
73622,1
42419,0
5414,0
70867,1
25164,0
99523,1
71015,1
92072,0
37960,0
182,1
60916,1
60234,1
70934,1
64749,0
53146,0
13321,0
61082,1
90497,0
75801,0
29650,0
90463,1
13665,0
20370,0
17222,1
42822,0
50527,0
55666,0
44255,1
37007,1
78125,1
89570,1
58398,0
96731,0
82547,0
20258,0
859,0
89581,0
20495,1
9889,1
1649,1
33149,0
58724,1
43431,0
49428,0
87118,1
26061,0
97584,1
7243,0
23775,0
4973,1
4618,1
67468,0
9835,1
99597,0
98784,0
52251,1
25464,0
63821,0
18856,1
91122,0
86999,0
92329,0
93698,0
86146,0
24521,1
31023,1
33549,0
38787,1
31654,1
47638,1
51105,0
26722,1
92667,1
9735,1
22215,0
63779,0
95969,0
49579,1
14280,1
8001,1
71175,1
87816,0
38861,1
68039,1
43122,1
43494,0
12299,0
35498,1
74320,1
67655,0
4358,0
66640,0
92060,0
40125,0
1830,1
46803,0
45555,0
60503,0
9084,0
95251,0
52261,1
5327,0
67575,1
50172,1
31180,0
79044,1
96623,1
94689,0
17573,1
63926,1
67108,1
76667,0
13061,1
78136,0
47208,0
44714,0
18510,1
79848,1
2769,0
24948,0
51005,1
2610,0
80936,0
81262,1
90856,0
32367,1
65290,0
97607,1
10875,1
27402,1
35352,0
76781,1
20734,1
30130,1
48921,1
12329,0
96834,0
23151,1
93724,0
6315,0
44812,1
88519,0
63707,0
10882,0
42468,0
67190,0
78964,0
16931,1
42229,0
24406,1
67089,0
9874,1
91900,0
93677,0
53403,0
53553,0
82370,0
11578,0
28559,0
42308,1
71289,0
13462,1
29839,1
60891,1
62998,0
23794,1
11226,0
38643,0
36915,1
46967,1
49496,0
63642,1
23549,0
7825,1
95102,1
86263,0
70425,0
37784,1
58207,0
5257,0
54067,1
4219,1
12074,1
20114,0
15831,0
79890,1
51387,0
64119,0
62282,0
61835,1
83595,0
1267,0
74258,1
31266,1
2666,0
35062,0
43419,0
31188,1
63436,1
76128,1
80871,1
9259,0
18396,0
30952,0
20000,0
87739,0
61668,0
55019,0
98672,1
88574,0
19803,0
6547,1
58454,1
12315,1
49888,1
14,0
51349,0
33269,1
59356,1
71664,1
37077,0
30045,0
29198,0
20142,0
9403,1
30489,1
55342,1
39262,1
3602,1
70278,0
90178,0
46823,1
93824,0
27058,1
78818,1
78633,0
2238,0
43026,1
13050,1
33882,1
73165,0
46234,0
72624,1
98637,1
81292,0
22650,0
63724,0
53971,1
73930,0
28012,0
52005,1
5116,1
66047,1
12369,0
54727,1
98427,1
71491,1
96247,1
81552,0
50242,1
8003,1
79975,0
90407,0
53333,1
97824,0
10557,1
87105,0
97988,0
78048,1
66814,0
34001,0
79246,1
24822,0
85433,0
75446,0
73524,0
54048,0
67229,1
52853,0
54807,1
16368,0
